YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EQ_PRIMARY,INTENSITY,COUNTRY,LOCATION_NAME,STATE,LATITUDE,LONGITUDE,DEATHS,INJURIES,Depth
1986,11.0,14.0,21.0,20.0,10.5,7.8,8.0,TAIWAN,"TAIWAN:  TAIPEI, HUALIEN",no info,23.901,121.574,15.0,44.0,34.0
1986,11.0,25.0,13.0,59.0,42.3,5.5,8.0,BOSNIA-HERZEGOVINA,"BALKANS NW:  BOSNIA-HERZEGOVINA: STRMICA, KNIN",no info,44.12,16.339000000000002,0.0,12.0,30.0
1986,11.0,30.0,5.0,19.0,48.2,4.8,0.0,BRAZIL,"BRAZIL:  JOAO CAMARA, NATAL",no info,-5.494,-35.769,1.0,0.0,5.0
1986,12.0,7.0,14.0,17.0,9.5,5.6,7.0,BULGARIA,BULGARIA:  VELIKO TURNOVO-TURGOVISHTE,no info,43.273999999999994,25.912,3.0,60.0,21.0
1986,12.0,19.0,5.0,47.0,29.0,5.0,3.0,CHILE,"CHILE:  CENTRAL, VALPARAISO",no info,-33.071,-72.084,0.0,0.0,33.0
1986,12.0,20.0,23.0,47.0,8.9,5.0,0.0,IRAN,"IRAN:  S MAMASANI, SHIRAZ, NORABAD",no info,29.985,51.623000000000005,0.0,0.0,26.0
1987,1.0,5.0,22.0,52.0,46.5,5.8,0.0,CHINA,CHINA:  S XINJIANG PROVINCE:  BAICHENG,no info,41.964,81.319,0.0,0.0,17.0
1987,1.0,24.0,8.0,9.0,21.3,5.9,0.0,CHINA,"CHINA:  XINGJIANG WEIWUER ZIZHIQU PROVINCE, WUSHI",no info,41.528999999999996,79.318,0.0,0.0,29.0
1987,1.0,26.0,11.0,11.0,41.8,4.3,0.0,ALGERIA,"ALGERIA:  MOHAMMADIA, QUED, FODDA, TISSEMSILT",no info,35.964,1.374,1.0,7.0,10.0
1987,2.0,6.0,13.0,16.0,17.8,6.3,0.0,JAPAN,JAPAN:  EAST COAST HONSHU,no info,36.988,141.689,0.0,0.0,48.0
1987,2.0,8.0,18.0,33.0,58.3,7.6,7.0,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  HUON PENINSULA, UMBOI ISLAND",no info,-6.087999999999999,147.689,3.0,0.0,55.0
1987,3.0,2.0,1.0,42.0,34.1,6.6,10.0,NEW ZEALAND,"NEW ZEALAND:  NORTH ISLAND, WHAKATANI, EDGECUMBE",no info,-37.965,176.765,1.0,25.0,19.0
1987,3.0,5.0,9.0,17.0,5.2,7.3,6.0,CHILE,"CHILE:  ANTOFAGASTA, ARICA",no info,-24.388,-70.161,1.0,0.0,62.0
1987,3.0,6.0,4.0,10.0,44.4,7.2,0.0,ECUADOR,"ECUADOR:  NAPO PROVINCE, QUITO, TULCAN",no info,0.083,-77.785,5000.0,0.0,10.0
1987,3.0,18.0,3.0,36.0,30.3,6.7,0.0,JAPAN,"JAPAN:  KYUSHU:  MIYAZAKI, NAZE",no info,32.034,131.83700000000002,2.0,5.0,54.0
1987,3.0,24.0,12.0,49.0,47.0,5.1,0.0,JAPAN,JAPAN:  HONSHU ISLAND,no info,37.446999999999996,137.865,0.0,0.0,23.0
1987,4.0,25.0,12.0,16.0,52.4,6.3,5.0,PHILIPPINES,"PHILIPPINES:  MANILA, CUBI POINT",no info,16.066,120.301,0.0,0.0,107.0
1987,4.0,25.0,19.0,22.0,7.2,6.6,0.0,INDONESIA,"INDONESIA:  SUMATERA:  N, TARUTUNG-LAKE TOBA,",no info,2.244,98.866,2.0,22.0,11.0
1987,5.0,23.0,17.0,9.0,4.4,5.2,2.0,PHILIPPINES,PHILIPPINES:  MINDANAO:  TALAKAG-MALAYBALAY,no info,8.047,125.41,1.0,2.0,32.0
1987,5.0,29.0,6.0,27.0,50.7,4.6,0.0,IRAN,"IRAN:  W, NAHAVAND-HAMADEN-TUYSARKAN",no info,34.076,48.266000000000005,2.0,50.0,41.0
1987,6.0,18.0,14.0,3.0,16.7,6.3,0.0,SOLOMON ISLANDS,SOLOMON ISLANDS,no info,-10.717,162.33,0.0,0.0,75.0
1987,7.0,6.0,2.0,49.0,42.7,6.6,0.0,VANUATU,VANUATU ISLANDS,no info,-14.074000000000002,167.828,0.0,0.0,48.0
1987,8.0,2.0,9.0,7.0,35.5,4.9,4.0,CHINA,CHINA:  GANZHOU PROVINCE:  XUNWU,no info,24.924,115.60799999999999,0.0,84.0,29.0
1987,8.0,8.0,15.0,48.0,56.7,6.9,7.0,CHILE,"CHILE:  ARICA, IQUIQUE",no info,-19.022000000000002,-69.991,5.0,112.0,70.0
1987,8.0,13.0,15.0,23.0,6.9,6.4,5.0,PERU,"CHILE:  ARICA; PERU:  AREQUIPA, TACNA",no info,-17.897000000000002,-70.931,1.0,1.0,37.0
1987,9.0,3.0,6.0,40.0,13.9,7.7,0.0,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,TAS,-58.893,158.513,0.0,0.0,33.0
1987,9.0,4.0,16.0,42.0,49.1,4.6,8.0,ITALY,ITALY:  PORTO SAN GIORGIO-PERMO-PDEASO AREA,no info,43.242,13.874,0.0,2.0,19.0
1987,9.0,22.0,13.0,43.0,37.6,6.2,0.0,ECUADOR,"ECUADOR:  AMBATO, LATACUNGA, RIOBAMBA",no info,-0.978,-78.05,2.0,12.0,10.0
1987,10.0,1.0,14.0,42.0,20.0,5.7,8.0,USA,CALIFORNIA:  WHITTIER,CA,34.061,-118.07799999999999,8.0,200.0,10.0
1987,10.0,2.0,22.0,27.0,55.8,5.1,4.0,PERU,"PERU:  SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE",no info,-8.142999999999999,-77.954,3.0,0.0,20.0
1987,10.0,4.0,10.0,59.0,38.1,4.8,0.0,USA,"CALIFORNIA:  WHITTIER, PASADENA",CA,34.07,-118.1,1.0,0.0,8.0
1987,10.0,6.0,4.0,19.0,6.0,7.3,0.0,TONGA,TONGA ISLANDS,no info,-17.94,-172.225,0.0,0.0,16.0
1987,10.0,12.0,13.0,57.0,4.7,6.8,0.0,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  SOLOMON SEA,no info,-7.287999999999999,154.371,0.0,0.0,25.0
1987,10.0,16.0,20.0,48.0,1.6,7.7,8.0,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, KIMBTE",no info,-6.266,149.06,0.0,0.0,48.0
1987,11.0,17.0,8.0,46.0,53.3,7.2,0.0,USA,ALASKA:  GULF OF ALASKA,AK,58.586000000000006,-143.27,0.0,0.0,10.0
1987,11.0,24.0,1.0,54.0,14.5,6.2,6.0,USA,CALIFORNIA:  SUPERSTITION HILLS,CA,33.082,-115.775,2.0,0.0,5.0
1987,11.0,26.0,1.0,43.0,14.0,6.5,0.0,INDONESIA,"INDONESIA:  TIMOR:  PANTAR, MOUNT SIRUNG",no info,-8.247,124.155,125.0,108.0,33.0
1987,11.0,30.0,19.0,23.0,19.5,7.9,6.0,USA,ALASKA:  YAKUTAT,AK,58.678999999999995,-142.786,0.0,0.0,10.0
1987,12.0,17.0,2.0,8.0,19.9,6.0,8.0,JAPAN,"JAPAN:  HONSHU:  CHIBA PERFECTURE, TOKYO",no info,35.361999999999995,140.214,2.0,0.0,63.0
1988,1.0,3.0,21.0,32.0,25.3,5.5,0.0,CHINA,CHINA:  LINGWU,no info,38.111,106.336,0.0,60.0,14.0
1988,1.0,9.0,1.0,2.0,46.7,5.8,7.0,ALBANIA,"ALBANIA:  TIRANA, ULCINJ-BAR",no info,41.246,19.63,0.0,0.0,24.0
1988,1.0,22.0,0.0,35.0,58.0,6.3,0.0,AUSTRALIA,AUSTRALIA:  TENNANT CREEK,no info,-19.847,133.803,0.0,0.0,5.0
1988,1.0,22.0,12.0,4.0,57.8,6.7,9.0,AUSTRALIA,AUSTRALIA:  TENNANT CREEK,no info,-19.829,133.882,0.0,0.0,5.0
1988,2.0,5.0,14.0,1.0,2.7,6.7,0.0,CHILE,CHILE:  TALTAL,no info,-24.753,-70.433,0.0,0.0,37.0
1988,2.0,6.0,14.0,50.0,45.2,5.8,0.0,BANGLADESH,BANGLADESH:  SYLHET; INDIA:  TIPURA-ASSAM,no info,24.688000000000002,91.57,2.0,100.0,33.0
1988,3.0,6.0,22.0,35.0,36.9,7.8,5.0,USA,ALASKA:  GULF OF ALASKA:  ANCHORAGE,AK,57.262,-142.747,0.0,0.0,15.0
1988,3.0,30.0,2.0,12.0,42.8,5.7,0.0,IRAN,"IRAN:  DEH DASHT, BAHBAHAN",no info,30.89,50.193999999999996,0.0,0.0,33.0
1988,6.0,19.0,20.0,19.0,52.6,6.2,7.0,PHILIPPINES,"PHILIPPINES:  MINDORO:  SAN JOSE, CALAPAN",no info,12.376,121.06700000000001,2.0,2.0,17.0
1988,6.0,24.0,2.0,6.0,26.3,5.4,0.0,PHILIPPINES,PHILIPPINES:  LUZON:  LAOAG,no info,18.605999999999998,121.01299999999999,0.0,0.0,53.0
1988,7.0,5.0,20.0,32.0,7.2,6.8,5.0,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, ARAWE",no info,-5.9639999999999995,148.78,0.0,0.0,53.0
1988,7.0,20.0,23.0,15.0,36.6,5.7,0.0,TAIWAN,"TAIWAN:  HUALIEN, SU-HUA",no info,23.901999999999997,121.598,1.0,1.0,51.0
1988,8.0,6.0,0.0,36.0,24.6,7.2,6.0,MYANMAR (BURMA),"MYANMAR (BURMA);  INDIA:  GAUHATI, SIBSAGAR, IMPHAL",no info,25.149,95.12700000000001,38.0,0.0,91.0
1988,8.0,10.0,4.0,38.0,29.2,7.6,0.0,SOLOMON ISLANDS,"SOLOMON ISLANDS:  SAN CRISTOBAL, GUADALCANAL",no info,-10.258,160.89600000000002,0.0,0.0,36.0
1988,8.0,11.0,16.0,4.0,45.6,6.1,0.0,IRAN,"IRAN:  S, MAMASANI, BUSHEHR, NURABAD",no info,29.974,51.678999999999995,1.0,0.0,33.0
1988,8.0,20.0,23.0,9.0,9.5,6.6,8.0,NEPAL,"NEPAL-INDIA:  KATHMANDU, BIHAR",no info,26.755,86.616,1091.0,0.0,57.0
1988,9.0,6.0,0.0,42.0,33.7,4.3,0.0,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  KAIAPIT (LANDSLIDE GENERATED),no info,-6.06,146.23,74.0,0.0,0.0
1988,9.0,25.0,20.0,52.0,14.7,5.0,6.0,TAJIKISTAN,"TAJIKISTAN:  ROSHTKALA, KHOROG",no info,37.18,71.811,0.0,0.0,11.0
1988,10.0,16.0,12.0,34.0,5.6,5.8,8.0,GREECE,"GREECE:  IONIAN SEA:  KILINI, VARTHOLOMION",no info,37.938,20.932,0.0,0.0,25.0
1988,10.0,31.0,10.0,12.0,58.4,5.6,0.0,ALGERIA,"ALGERIA:  BLIDA, MEDEA-ALGIERS",no info,36.443000000000005,2.759,0.0,0.0,12.0
1988,11.0,3.0,14.0,47.0,10.7,6.0,6.0,GUATEMALA,"GUATEMALA:  S PALIN, SAN VICENTE PACAYA",no info,13.880999999999998,-90.45,5.0,0.0,69.0
1988,11.0,3.0,19.0,42.0,18.1,5.7,5.0,USA TERRITORY,PUERTO RICO:  MONA PASSAGE:  CATANO,PR,19.08,-67.256,0.0,0.0,33.0
1988,11.0,6.0,13.0,3.0,19.3,7.3,10.0,CHINA,CHINA:  YUNNAN PROVINCE,no info,22.789,99.611,738.0,3900.0,18.0
1988,11.0,6.0,13.0,15.0,43.3,6.4,0.0,CHINA,CHINA:  YUNNAN PROVINCE,no info,23.180999999999997,99.439,0.0,0.0,10.0
1988,11.0,10.0,1.0,17.0,49.4,4.6,0.0,CHINA,"CHINA:  E, QINZHOU-FANGCHENG, NANNING",no info,21.23,108.545,0.0,71.0,10.0
1988,11.0,12.0,3.0,34.0,48.6,4.7,6.0,JAMAICA,"JAMAICA:  ST ANDREW, JACKS HILL",no info,18.067999999999998,-76.597,0.0,0.0,16.0
1988,11.0,17.0,6.0,55.0,46.0,6.6,6.0,PHILIPPINES,"PHILIPPINES:  SAMAR:  CATARMAN, CATBALOGAN",no info,12.399000000000001,124.537,0.0,29.0,19.0
1988,11.0,21.0,16.0,55.0,52.5,5.3,7.0,AZORES (PORTUGAL),AZORES:  SAO MIGUEL ISLAND,no info,37.938,-26.142,0.0,0.0,11.0
1988,11.0,25.0,23.0,46.0,4.5,5.8,7.0,CANADA,"CANADA:  QUEBEC:  SAGUENAY, QUEBEC CITY",no info,48.117,-71.183,0.0,0.0,29.0
1988,12.0,7.0,7.0,41.0,24.2,6.8,10.0,ARMENIA,"ARMENIA:  LENINAKAN, SPITAK, KIROVAKAN",no info,40.986999999999995,44.185,25000.0,0.0,5.0
1989,1.0,22.0,23.0,2.0,7.1,5.3,7.0,TAJIKISTAN,"TAJIKISTAN:  SHARORA, GISSAR",no info,38.465,68.694,274.0,0.0,33.0
1989,3.0,8.0,11.0,44.0,32.3,5.6,0.0,INDONESIA,"INDONESIA:  MOLUCCA PASSAGE:  MOROTAI, TANAWANGU",no info,1.031,126.189,0.0,0.0,32.0
1989,3.0,10.0,8.0,0.0,48.7,4.4,0.0,TURKEY,"TURKEY:  ERZURUM, KARS",no info,40.027,41.816,0.0,0.0,10.0
1989,3.0,10.0,14.0,14.0,10.2,5.4,5.0,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL,no info,-4.346,152.797,1.0,0.0,53.0
1989,3.0,10.0,21.0,49.0,45.8,6.1,0.0,MALAWI,"MALAWI:  SALIMA, DEDZA, MOHINJI",no info,-13.702,34.42,9.0,100.0,30.0
1989,4.0,15.0,20.0,34.0,8.9,6.2,0.0,CHINA,CHINA:  SICHUAN PROVINCE:  BATANG,no info,29.987,99.195,11.0,42.0,13.0
1989,4.0,25.0,14.0,29.0,0.5,6.8,6.0,MEXICO,"MEXICO:  MEXICO CITY, ACAPULCO",no info,16.773,-99.32799999999999,3.0,0.0,19.0
1989,5.0,3.0,9.0,13.0,24.2,5.1,0.0,IRAN,"IRAN:  SW, SHIRAZ, MAMASANI",no info,29.964000000000002,51.655,0.0,0.0,33.0
1989,5.0,4.0,0.0,22.0,6.7,5.2,0.0,VENEZUELA,"VENEZUELA:  FALCON, CARABOBO, CARACAS",no info,11.038,-68.27,0.0,0.0,16.0
1989,5.0,7.0,0.0,38.0,18.5,5.6,0.0,CHINA,"CHINA:  YUNNAN PROVINCE:  GENGMA, LANCANG, MENGLIAN",no info,23.553,99.52600000000001,1.0,91.0,33.0
1989,5.0,23.0,10.0,54.0,46.3,8.2,7.0,AUSTRALIA,MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND,TAS,-52.341,160.56799999999998,0.0,0.0,10.0
1989,5.0,27.0,20.0,8.0,37.3,5.8,0.0,IRAN,"IRAN:  DO GOBADAN, FARS, YASUJ",no info,30.166999999999998,50.92100000000001,114.0,0.0,31.0
1989,6.0,12.0,0.0,4.0,9.7,5.1,0.0,BANGLADESH,BANGLADESH:  BANARIPARA,no info,21.861,89.76299999999999,1.0,0.0,6.0
1989,6.0,25.0,20.0,37.0,32.4,6.1,7.0,ECUADOR,"ECUADOR:  ESMERALDAS, GUAYAQUIL",no info,1.1340000000000001,-79.616,0.0,0.0,15.0
1989,6.0,26.0,3.0,27.0,3.9,6.1,6.0,USA,HAWAIIAN ISLANDS:  PUNA DISTRICT,HI,19.362000000000002,-155.083,0.0,5.0,9.0
1989,6.0,26.0,10.0,38.0,39.4,5.7,6.0,AZORES (PORTUGAL),"AZORES:  GRACIOSA, TERCEIRA",no info,39.111999999999995,-28.241999999999997,0.0,0.0,11.0
1989,7.0,9.0,2.0,9.0,9.1,5.0,6.0,JAPAN,"JAPAN:  HONSHU:  ITO, AJIRO",no info,34.942,139.19299999999998,0.0,0.0,5.0
1989,7.0,14.0,20.0,42.0,40.0,6.2,0.0,INDONESIA,INDONESIA:  TIMOR:  ALOR,no info,-8.081,125.12899999999999,0.0,0.0,10.0
1989,8.0,1.0,0.0,18.0,4.8,5.8,0.0,INDONESIA,"INDONESIA:  KURIMA DISTRICT, BALIEM RIVER",no info,-4.511,139.02200000000002,120.0,0.0,14.0
1989,8.0,3.0,7.0,42.0,40.8,5.0,6.0,RUSSIA,"RUSSIA:  GROZNYY, BUYNAKSK",no info,43.522,45.361999999999995,1.0,0.0,18.0
1989,8.0,20.0,11.0,16.0,56.5,6.3,9.0,DJIBOUTI,"DJIBOUTI:  GALAFI, YABAKI",no info,11.765999999999998,41.942,2.0,2.0,12.0
1989,9.0,4.0,5.0,20.0,55.9,6.0,0.0,INDONESIA,INDONESIA:  TEMBAGAPURA,no info,-4.218999999999999,136.667,0.0,0.0,9.0
1989,9.0,4.0,13.0,14.0,58.2,6.9,0.0,USA,ALASKA,AK,55.543,-156.835,0.0,0.0,11.0
1989,9.0,22.0,2.0,25.0,50.8,6.1,0.0,CHINA,CHINA:  SICHUAN PROVINCE:  XIAOJIN COUNTY,no info,31.583000000000002,102.43299999999999,1.0,151.0,15.0
1989,10.0,1.0,2.0,59.0,6.3,4.7,0.0,IRAN,IRAN:  DEH BORZORG-E SISAKHT,no info,30.96,51.42100000000001,0.0,0.0,42.0
1989,10.0,18.0,0.0,4.0,15.2,6.9,9.0,USA,CALIFORNIA:  LOMA PRIETA,CA,37.036,-121.883,62.0,3757.0,19.0
1989,10.0,18.0,14.0,57.0,22.4,5.3,8.0,CHINA,CHINA:  SHANXI AND HEBEI PROVINCES; DATONG,no info,39.893,113.884,29.0,193.0,10.0
1989,10.0,29.0,5.0,25.0,38.2,6.6,0.0,JAPAN,JAPAN:  N. HONSHU ISLAND,no info,39.571,143.333,0.0,0.0,10.0
1989,10.0,29.0,19.0,9.0,12.9,5.7,8.0,ALGERIA,"ALGERIA:  ALGIERS, CHERCHELL, TIPAZA",no info,36.788000000000004,2.448,30.0,245.0,6.0
1989,11.0,1.0,10.0,25.0,52.2,4.4,0.0,USA TERRITORY,PUERTO RICO: MONA PASSAGE,PR,18.986,-68.833,0.0,0.0,26.0
1989,11.0,1.0,18.0,25.0,34.9,7.4,6.0,JAPAN,"JAPAN:  HONSHU: N, AOMORI, MISAWA",no info,39.836999999999996,142.76,0.0,0.0,29.0
1989,11.0,20.0,3.0,21.0,7.8,4.7,0.0,CHINA,CHINA:  SICHUAN PROVINCE:  JIANGBEI COUNTY,no info,29.881999999999998,106.804,4.0,161.0,33.0
1989,11.0,20.0,4.0,19.0,4.6,5.9,0.0,IRAN,"IRAN:  SHAHDAD, KERMAN PROVINCE",no info,29.892,57.718,3.0,45.0,18.0
1989,12.0,15.0,18.0,43.0,45.0,7.5,6.0,PHILIPPINES,"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO",no info,8.337,126.729,2.0,0.0,24.0
1989,12.0,27.0,23.0,26.0,57.0,5.4,8.0,AUSTRALIA,AUSTRALIA:  NEWCASTLE,no info,-32.967,151.619,12.0,100.0,10.0
1990,2.0,8.0,7.0,15.0,32.2,6.6,7.0,PHILIPPINES,"PHILIPPINES:  BOHOL, CEBU, CAGAYAN DE ORO, CAMIGUIN",no info,9.755,124.694,0.0,300.0,26.0
1990,2.0,20.0,6.0,53.0,39.8,6.4,0.0,JAPAN,JAPAN:  NEAR S. COAST OF HONSHU,no info,34.705999999999996,139.252,0.0,0.0,14.0
1990,2.0,28.0,23.0,43.0,36.6,5.5,7.0,USA,"CALIFORNIA:  S,  CLAREMONT,  COVINA",CA,34.14,-117.7,0.0,30.0,5.0
1990,3.0,3.0,12.0,16.0,27.9,7.6,0.0,FIJI,FIJI ISLANDS,no info,-22.122,175.16299999999998,0.0,0.0,33.0
1990,3.0,4.0,19.0,46.0,19.6,6.1,0.0,PAKISTAN,"PAKISTAN:  KALAT, QUETTA, MASTUNG",no info,28.925,66.331,11.0,40.0,10.0
1990,3.0,25.0,13.0,22.0,55.6,7.0,8.0,COSTA RICA,"COSTA RICA:  PUNTARENAS, SAN JOSE",no info,9.919,-84.80799999999999,0.0,15.0,22.0
1990,3.0,25.0,14.0,17.0,18.8,6.3,6.0,TAJIKISTAN,TAJIKISTAN:  PAMIR MOUNTAINS,no info,37.034,72.942,0.0,0.0,33.0
1990,3.0,26.0,22.0,47.0,16.7,5.5,4.0,PHILIPPINES,PHILIPPINES:  SANTIAGO,no info,9.253,125.60600000000001,1.0,2.0,39.0
1990,4.0,2.0,13.0,46.0,31.7,4.7,6.0,UK,"UNITED KINGDOM:  MANCHESTER, LIVERPOOL",no info,52.31399999999999,-2.985,0.0,0.0,18.0
1990,4.0,5.0,21.0,12.0,35.5,7.5,4.0,USA TERRITORY,NORTHERN MARIANA ISLANDS:  SAIPAN; GUAM,MP,15.125,147.596,0.0,0.0,11.0
1990,4.0,17.0,1.0,59.0,33.4,6.2,0.0,CHINA,CHINA:  S XINJIANG:  WUQIA COUNTY,no info,39.436,74.9,0.0,2.0,33.0
1990,4.0,18.0,13.0,39.0,19.0,7.6,0.0,INDONESIA,INDONESIA:  MINAHASSA PENINSULA: BOLAANG-GORONTALO,no info,1.186,122.85700000000001,3.0,25.0,26.0
1990,4.0,18.0,19.0,38.0,8.9,4.7,0.0,IRAN,IRAN:  HANNA,no info,31.107,51.678000000000004,0.0,0.0,47.0
1990,4.0,26.0,9.0,37.0,15.0,6.9,0.0,CHINA,CHINA:  QINGHAI PROVINCE:  GANGHE-XINGHAI,no info,35.986,100.245,126.0,2049.0,8.0
1990,5.0,5.0,7.0,21.0,29.5,5.4,7.0,ITALY,ITALY:  POTENZA,no info,40.775,15.765999999999998,2.0,16.0,10.0
1990,5.0,13.0,4.0,23.0,9.6,6.3,8.0,NEW ZEALAND,"NEW ZEALAND:  DANNEVIRKE,  WELLINGTON",no info,-40.296,176.06400000000002,0.0,0.0,21.0
1990,5.0,20.0,2.0,22.0,1.6,7.1,0.0,SUDAN,"SUDAN:  JUBA, MAYA;  UGANDA: NAKURA",no info,5.121,32.145,31.0,0.0,15.0
1990,5.0,24.0,20.0,0.0,8.1,7.0,0.0,SUDAN,"SUDAN:  JUBA, KAPENGURIA",no info,5.358,31.848000000000003,0.0,0.0,16.0
1990,5.0,30.0,2.0,34.0,5.8,6.5,6.0,PERU,PERU:  MOYABAMBA-RIOJO,no info,-6.016,-77.229,200.0,8130.0,24.0
1990,5.0,30.0,10.0,40.0,6.1,6.7,6.0,ROMANIA,"ROMANIA:  BUCHAREST, BRAILA, BRASOV",no info,45.841,26.668000000000003,14.0,700.0,89.0
1990,5.0,31.0,0.0,17.0,47.8,6.1,5.0,ROMANIA,"ROMANIA:  KISHINEV, CIS",no info,45.81100000000001,26.769000000000002,0.0,0.0,88.0
1990,6.0,8.0,0.0,31.0,50.0,4.6,0.0,COSTA RICA,COSTA RICA:  SANTIAGO DE PURISCAL,no info,9.855,-84.32700000000001,0.0,0.0,10.0
1990,6.0,9.0,1.0,14.0,34.5,4.9,6.0,PERU,"PERU:  N, RIOJA, MOYOBAMBA, IQUITOS",no info,-6.062,-77.13600000000001,1.0,0.0,26.0
1990,6.0,14.0,7.0,40.0,56.2,7.1,6.0,PHILIPPINES,"PHILIPPINES:  CULASI, PANAY",no info,11.76,121.899,4.0,15.0,18.0
1990,6.0,14.0,12.0,47.0,28.8,6.8,5.0,KAZAKHSTAN,"KAZAKHSTAN:  UST, ZAYSAN",no info,47.869,85.07600000000001,1.0,0.0,58.0
1990,6.0,17.0,4.0,51.0,45.5,6.3,0.0,PAKISTAN,PAKISTAN:  BALUCHISTAN,no info,27.398000000000003,65.719,0.0,6.0,15.0
1990,6.0,20.0,21.0,0.0,9.9,7.3,7.0,IRAN,"IRAN:  RASHT, QAZVIN, ZANJAN,  RUDBAR, MANJIL",no info,36.957,49.409,40000.0,105000.0,19.0
1990,6.0,21.0,9.0,2.0,14.6,5.3,0.0,IRAN,"IRAN:  LOWSHAN, MANJIL",no info,36.635999999999996,49.799,20.0,0.0,15.0
1990,7.0,6.0,0.0,16.0,20.4,4.8,0.0,INDONESIA,"INDONESIA:  JAVA:  W, KUNINGAN, MAJALENGA",no info,-6.904,108.12,0.0,103.0,14.0
1990,7.0,13.0,14.0,20.0,43.4,5.6,4.0,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH:  PIK LENINA,no info,36.415,70.789,43.0,0.0,217.0
1990,7.0,16.0,7.0,26.0,34.6,7.8,9.0,PHILIPPINES,"PHILIPPINES:  BAGUIO,  CABANATUAN, DAGUPAN",no info,15.679,121.17200000000001,2412.0,3000.0,25.0
1990,7.0,18.0,11.0,29.0,24.9,5.1,0.0,TURKEY,"TURKEY:  CAMELI, DENIZLI",no info,36.99,29.595,0.0,0.0,17.0
1990,7.0,27.0,12.0,37.0,59.5,6.4,5.0,VANUATU,VANUATU ISLANDS:  ESPIRITU SANTO,no info,-15.355,167.46400000000003,0.0,2.0,126.0
1990,8.0,3.0,9.0,15.0,6.1,6.1,7.0,KAZAKHSTAN,"KAZAKHSTAN:  AKKAL, UST",no info,47.963,84.961,0.0,8.0,33.0
1990,8.0,11.0,2.0,59.0,54.9,4.4,0.0,ECUADOR,"ECUADOR:  PAMASQUI,  QUITO",no info,-0.059000000000000004,-78.449,4.0,10.0,5.0
1990,9.0,23.0,21.0,13.0,7.4,6.5,0.0,JAPAN,"JAPAN:  W. OF BONIN ISLANDS, IZU IS.",no info,33.266999999999996,138.643,0.0,0.0,10.0
1990,9.0,26.0,23.0,8.0,23.9,4.2,0.0,SOUTH AFRICA,SOUTH AFRICA:  WELKOM,no info,-28.014,26.726999999999997,2.0,5.0,5.0
1990,9.0,27.0,21.0,12.0,32.5,4.5,6.0,KAZAKHSTAN,KAZAKHSTAN:  ZAYSAN,no info,47.903,84.961,0.0,0.0,33.0
1990,10.0,18.0,9.0,30.0,44.4,4.0,0.0,SOUTH AFRICA,SOUTH AFRICA:  CHARLETONVILLE,no info,-26.39,27.349,10.0,6.0,5.0
1990,10.0,20.0,8.0,7.0,27.5,5.8,4.0,CHINA,CHINA:  GANSU PROVINCE:  TIANZHU,no info,37.093,103.781,7.0,92.0,12.0
1990,10.0,25.0,4.0,53.0,59.9,6.0,4.0,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  CHITRAL, MARDAN, MALAKAND",no info,35.121,70.486,11.0,250.0,114.0
1990,11.0,6.0,18.0,45.0,52.2,6.7,0.0,IRAN,"IRAN:  S, DARAB",no info,28.250999999999998,55.461999999999996,22.0,100.0,11.0
1990,11.0,15.0,2.0,34.0,32.4,6.8,0.0,INDONESIA,"INDONESIA:   N SUMATERA, BLANGKEJEREN, KUTACANE",no info,3.908,97.45700000000001,1.0,32.0,48.0
1990,11.0,27.0,4.0,37.0,58.5,5.6,8.0,BOSNIA-HERZEGOVINA,BALKANS NW:  BOSNIA-HERZEGOVINA:  TITOGRAD,no info,43.853,16.633,0.0,10.0,24.0
1990,12.0,1.0,18.0,9.0,28.8,4.6,6.0,KYRGYZSTAN,KYRGYZSTAN:  UZGEN,no info,40.854,73.553,0.0,0.0,29.0
1990,12.0,13.0,0.0,24.0,25.7,5.3,7.0,ITALY,ITALY:  SICILY:  CARLENTINI,no info,37.3,15.437999999999999,19.0,200.0,11.0
1990,12.0,13.0,3.0,1.0,48.0,6.2,4.0,TAIWAN,"TAIWAN:  HUALIEN,  TAIPEI",no info,23.916,121.63600000000001,2.0,3.0,12.0
1990,12.0,13.0,19.0,50.0,17.8,6.3,5.0,TAIWAN,TAIWAN:  HUA-LIEN,no info,23.721999999999998,121.62700000000001,0.0,0.0,10.0
1990,12.0,21.0,6.0,57.0,42.9,5.9,7.0,GREECE,"GREECE:  EDHESSA, KILKIS",no info,41.004,22.3,1.0,60.0,13.0
