YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,Depth
1947,7,10,15,0,0,4.1,0,0,0,IRAN,IRAN:  SHIRVAN,37.5,57.8,140,0,0,0,0,9
1947,7,14,7,1,0,0,0,0,0,COLOMBIA,COLOMBIA:  PASTO,1.2,-77.2,160,2,1,0,0,10
1947,7,29,13,43,22,7.9,0,7.9,0,INDIA,INDIA-CHINA,28.5,94,60,0,0,0,0,60
1947,8,5,14,24,10,7.6,0,7.6,0,PAKISTAN,PAKISTAN:  GWADAR,25.5,63,60,0,0,0,0,0
1947,8,6,9,36,40,5.3,0,5.3,0,ALGERIA,ALGERIA,37,8,15,3,1,0,3,0
1947,9,23,12,28,0,6.9,0,0,0,IRAN,IRAN:  DUSTABAD,33.4,58.7,140,500,3,0,0,0
1947,10,6,19,55,37,6.9,0,6.9,7.1,GREECE,GREECE:  S:  PYLIA (MESSINIA),37,22,130,3,1,20,1,28
1947,11,1,14,58,0,7.3,0,0,0,PERU,"PERU:  SATIPO,ANDAMARCA,ACOBAMBA,LA MERCED,VICTOC",-10.5,-75,160,233,3,0,0,100
1947,11,4,0,9,10,7,0,7,0,JAPAN,"W. HOKKAIDO ISLAND, JAPAN",43.8,141,30,0,0,0,0,33
1948,1,24,17,46,40,8.3,0,8.3,0,PHILIPPINES,"PHILIPPINES:  PANAY, ILOILO CITY, ANTIQUE",10.5,122,170,72,2,0,0,33
1948,2,9,12,58,23,7.1,0,7.1,0,GREECE,GREECE:  DODECANESE ISLANDS,35.8,27.19,130,0,0,0,0,60
1948,3,1,1,12,28,7.9,0,7.9,0,INDONESIA,INDONESIA:  SERAM,-3,127.5,170,0,0,0,0,60
1948,4,17,16,11,0,0,0,0,0,JAPAN,"TOKAIDO, JAPAN",33.1,135.6,30,0,0,0,0,40
1948,4,22,10,42,47.1,6.5,6,0,0,GREECE,GREECE:  VASILIKI (LEUKAS),38.532,20.425,130,2,1,45,1,15
1948,5,7,7,15,0,0,0,0,0,ITALY,ITALY:  N,44.6,10.9,130,0,0,0,0,0
1948,5,11,8,56,0,7.1,0,0,0,PERU,"PERU:  AREQUIPA,MOQUEGUA,TACNA,TORATA,QUELLAVECO",-17.4,-71,160,1,1,0,0,60
1948,5,14,22,31,0,7.5,0,0,0,USA,ALASKA:  ALASKA PENINSULA,54.5,-161,150,0,0,0,0,25
1948,5,23,9,13,18,6,0,6,0,CHINA,CHINA:  SHANDONG PROVINCE,37.2,121.8,30,0,0,0,0,0
1948,5,25,7,11,21,7.3,0,7.3,0,CHINA,CHINA:  SICHUAN PROVINCE,29.5,100.5,30,800,3,200,3,18
1948,5,28,5,37,0,6.8,0,0,0,PERU,PERU:  CANETE,-13.1,-76.2,160,4,1,0,0,55
1948,6,2,18,58,18,6.2,0,6.2,0,INDONESIA,INDONESIA:  OFF NORTHWEST COAST,6,95,60,0,0,0,0,0
1948,6,27,0,8,23,6.8,0,6.8,0,CHINA,CHINA:  YUNNAN PROVINCE,26.4,99.7,30,110,3,100,2,0
1948,6,28,7,13,0,7.3,0,0,0,JAPAN,JAPAN:  FUKUI,36.5,136,30,5131,4,11000,4,20
1948,6,30,12,21,0,6.4,0,0,0,GREECE,GREECE:  TSOUKALADES-KALAMITSI (LEUKAS),38.5,20.5,130,6,1,0,0,33
1948,9,8,15,9,0,7.9,0,0,0,TONGA,TONGA ISLANDS,-21,-174,170,0,0,0,0,25
1948,10,5,20,12,7,7.3,0,7.3,0,TURKMENISTAN,TURKMENISTAN:  ASHKHABAD,37.95,58.32,40,110000,4,0,4,18
1948,10,8,19,1,57,5.8,0,5.8,0,CHINA,CHINA:  GUIZHOU PROVINCE,27.4,104,30,3,1,75,2,0
1948,12,4,0,22,48,6.9,0,6.9,0,MEXICO,MEXICO:  MARIA MADRE ISLAND,22,-106,150,4,1,21,1,0
1948,12,26,7,12,21,7,0,7,0,CHILE,CHILE:  ANTOFAGASTA,-22.5,-69,160,0,0,0,0,100
1949,1,27,11,0,0,0,0,0,0,RUSSIA,RUSSIA:  KAMCHATKA,54.6,163.5,50,0,0,0,0,150
1949,2,9,13,28,30,0,0,0,0,GREECE,GRFECE:  OFF WEST COAST,38.2,20,130,0,0,0,0,15
1949,2,23,16,8,11,7.3,0,7.3,0,CHINA,CHINA:  XINJIANG PROVINCE,42,84,40,21,1,17,1,0
1949,3,4,10,19,25,7.5,0,7.5,0,AFGHANISTAN,"AFGHANISTAN:  HINDU-KUSH, WEST PUNJAB",36,70.5,40,0,0,0,0,230
1949,4,13,19,55,42,7,0,7,6.9,USA,WASHINGTON,47.167,-122.617,150,8,1,0,0,0
1949,4,20,3,29,7,7.3,0,7.3,0,CHILE,"CHILE:  ANGOL, TRAIGUEN",-38,-73.5,160,57,2,0,0,70
1949,4,24,4,22,0,6.3,0,6.3,6.1,IRAN,"IRAN:  MAKHL-E-NAKHODA,BANDAR ABBAS,BAZAAR",27.28,56.46,140,0,0,0,0,100
1949,5,9,13,36,18,6.7,0,6.7,0,INDONESIA,INDONESIA:  BANDA ACEH,5,95,60,0,0,0,0,0
1949,7,10,3,53,38,7.4,0,7.4,0,TAJIKISTAN,TAJIKISTAN,39.2,70.8,40,3500,4,0,0,16
1949,7,23,15,3,30,6.7,0,6.7,0,GREECE,"GREECE:  CHIOS, OENOUSSAE; TURKEY: KARABURUN",38.58,26.23,130,7,1,435,3,0
1949,8,4,19,8,0,6.7,0,0,0,ECUADOR,ECUADOR:  PELILEO,-1.4,-78.5,160,0,0,0,0,10
1949,8,5,19,8,0,6.8,0,0,0,ECUADOR,ECUADOR,-1.5,-78.2,160,6000,4,0,0,60
1949,8,6,0,35,0,7.5,0,0,0,TONGA,TONGA ISLANDS,-18.5,-174.5,170,0,0,0,0,70
1949,8,17,18,43,0,6.8,0,0,0,TURKEY,TURKEY: KARLIOVA,39,40.5,140,320,3,0,0,0
1949,8,22,4,1,12.2,8.1,8,8.1,0,CANADA,CANADA:  QUEEN CHARLOTTE ISLANDS,53.62,-133.27,150,0,0,0,0,25
1949,9,5,2,54,1,6.4,0,6.4,0,PHILIPPINES,PHILIPPINES:  N LUZON,17,121.5,170,0,0,0,0,80
1949,9,15,3,45,0,0,0,0,0,ITALY,ITALY:  CENTRAL,42.5,12.7,130,0,0,0,0,0
1949,10,19,21,0,19,7.5,8,7.1,7.4,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-5.5,154,170,0,0,0,0,60
1949,11,13,5,27,11,5.5,0,5.5,0,CHINA,CHINA:  SICHUAN PROVINCE,30.3,102.5,30,0,2,0,0,0
1949,11,17,1,19,52,0,0,0,0,USA,CALIFORNIA:  SOUTHERN,33.75,-118.25,150,0,0,0,0,0
1949,12,17,6,53,30,7.8,0,7.8,0,CHILE,CHILE:  TIERRA DEL FUEGO,-54,-71,160,1,1,0,0,33
1949,12,17,15,7,55,7.8,0,7.8,0,CHILE,CHILE:  TIERRA DEL FUEGO,-54,-71,160,3,1,0,0,33
1949,12,29,3,3,54,7.2,0,7.2,0,PHILIPPINES,PHILIPPINES:  LUZON:  E,17,121.63,170,0,1,0,0,0
1950,1,19,17,27,0,0,0,0,0,IRAN,IRAN: BUSHIRE,27.3,53.2,140,20,1,0,0,0
1950,1,30,0,56,32,7,0,7,0,CHILE,CHILE:  SOUTHERN,-53.5,-71.5,160,0,1,0,0,33
1950,2,2,19,33,39,7,0,7,0,CHINA,CHINA:  YUNNAN PROVINCE,21.7,100.1,30,0,0,0,0,0
1950,2,4,9,31,0,0,0,0,0,TURKEY,TURKEY,40,40,140,20,1,0,0,0
1950,2,28,10,20,0,7.9,0,0,0,RUSSIA,RUSSIA:  SEA OF OKHOTSK,46,144,50,0,0,0,0,340
1950,3,7,8,3,0,0,0,0,0,BRAZIL,BRAZIL,-8,-71,160,0,0,0,0,550
1950,3,14,18,10,41,5.8,0,5.8,0,NEW ZEALAND,N. NEW ZEALAND,-37.8,177.2,170,0,0,0,0,0
1950,4,30,23,49,24,0,0,0,0,PANAMA,PANAMA,6.5,-83,100,0,0,0,0,0
1950,5,16,13,23,0,7.9,0,0,0,PERU,PERU,-15,-69.5,160,0,0,0,0,250
1950,5,21,18,37,0,6,0,0,0,PERU,PERU:  CUSCO,-13.5,-72,160,83,2,0,0,0
1950,6,19,12,36,54,6.5,0,6.5,0,INDONESIA,INDONESIA:  JAVA:  GRESIK,-6,113,60,16,1,50,1,0
1950,7,9,2,35,0,0,0,0,0,COLOMBIA,COLOMBIA:  ANBOLEDAS,7.8,-72.5,160,211,3,0,0,41
1950,8,3,22,18,0,6.8,0,0,0,VENEZUELA,VENEZUELA: EL TOCUYO,10.5,-68,90,100,2,0,0,8
1950,8,5,19,8,0,6.8,0,0,0,ECUADOR,ECUADOR,-1.5,-78.2,160,0,0,0,0,60
1950,8,15,14,9,30,8.6,9,8.6,8,INDIA,INDIA-CHINA,28.5,96.5,60,1530,4,0,0,33
1950,9,13,0,3,7,5.8,0,5.8,0,CHINA,CHINA:  YUNNAN PROVINCE,23.5,103.1,30,0,0,0,0,0
1950,10,5,16,9,31,7.7,0,7.7,0,COSTA RICA,COSTA RICA-NICARAGUA,11,-85,100,0,0,0,3,60
1950,10,8,3,23,9,7.6,0,7.6,0,INDONESIA,INDONESIA:  SERAM,-3.8,128.3,170,0,0,0,0,60
1950,10,23,16,13,20,7.5,8,7.1,0,GUATEMALA,GUATEMALA:  SAN MARCOS,14.31,-91.917,100,0,0,0,0,65
1950,11,2,15,27,56,8.1,0,8.1,0,INDONESIA,INDONESIA:  BANDA SEA,-6.5,129.5,170,0,0,0,0,60
1950,11,8,2,18,12,7.3,0,7.3,0,SOLOMON ISLANDS,SOLOMON ISLANDS:  SOLOMON SEA,-10,159.5,170,0,0,0,0,33
1950,11,17,19,28,0,6.8,0,0,0,MEXICO,MEXICO:  GUERRERO,16.5,-100.4,150,0,0,0,0,0
1950,12,2,19,51,49,7.8,0,7.8,0,VANUATU,VANUATU ISLANDS,-18.25,167.5,170,0,0,0,0,60
1950,12,9,21,38,48,8,0,8,0,CHILE,CHILE-ARGENTINA,-23.5,-67.5,160,1,1,0,2,100
1950,12,10,2,50,42,7,0,7,0,PERU,"PERU:  ICA,CHIMBOTE,HUARAZ,CAJAMARCA,CUZCO,MOQUEGUA",-14.25,-75.75,160,4,1,12,1,80
1950,12,14,1,52,46,7.7,0,7.7,0,TONGA,TONGA ISLANDS,-19.5,-176,170,0,0,0,0,200
1950,12,14,14,15,49,7.5,0,7.5,0,MEXICO,MEXICO:  ACAPULCO,16.48,-98.22,150,0,0,0,0,50
1951,2,18,0,0,0,0,0,0,0,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-9.3,147.1,170,3000,4,0,0,0
1951,2,22,1,45,48.9,6.1,6,0,0,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-3.252,142.238,170,0,0,0,0,25
1951,3,19,0,0,0,7.8,0,0,0,PHILIPPINES,PHILIPPINES,9.5,127.3,170,0,0,0,0,0
1951,5,6,23,8,0,6.5,0,0,0,EL SALVADOR,EL SALVADOR:  JUCUAPA,13,-87.8,100,1100,4,0,0,100
1951,5,16,13,23,0,7.9,0,0,0,PERU,PERU,-15,-69.5,160,0,0,0,0,250
1951,7,9,0,4,0,6.2,0,0,0,MEXICO,MEXICO:  OAXACA:  MIAHIATLAN,16.1,-96.8,150,1,1,0,0,50
1951,8,3,0,23,58,6,0,6,0,NICARAGUA,NICARAGUA:  GULF OF FONSECA:  POTOSI,13,-87.5,100,0,0,0,0,100
1951,8,6,8,8,56,5.5,0,5.5,0,NICARAGUA,NICARAGUA:  GULF OF FONSECA:  JINOTEGA,13,-87.5,100,0,0,0,0,100
1951,8,8,22,9,0,0,0,0,0,ITALY,ITALY:  S,41.6,13.8,130,0,0,0,0,0
1951,8,13,18,33,0,6.7,0,0,0,TURKEY,TURKEY:  KURSUNLU,40.8,33.4,140,50,1,0,0,0
1951,8,15,7,23,0,0,0,0,0,USA,CALIFORNIA:  TERMINAL ISLAND,33.5,-118.2,150,0,0,0,0,0
1951,8,21,10,57,0,6.9,0,0,0,USA,HAWAII,19.7,-156,150,0,0,2,1,60
1951,10,22,5,43,1,7.3,0,7.3,0,TAIWAN,TAIWAN,23.8,121.7,30,68,2,586,3,21
1951,11,18,9,35,50,7.5,8,8,0,CHINA,CHINA:  TIBET (XIZANG PROVINCE),31.1,91.4,40,0,0,0,0,25
1951,11,24,18,47,13,7.5,0,7.5,0,TAIWAN,TAIWAN,22.9,121.5,30,17,1,250,3,0
1951,12,8,4,14,12,7.9,0,7.9,0,INDIAN OCEAN,INDIAN OCEAN:  S,-34,57,60,0,0,0,0,25
1951,12,21,8,37,29,6.3,0,6.3,0,CHINA,CHINA:   YUNNAN PROVINCE,26.7,100,30,0,0,0,0,0
1952,1,3,6,3,0,6,0,0,0,TURKEY,"TURKEY:  PASINLER (HASANKALE), ERZURUM",39.9,41.7,140,103,3,0,0,0
1952,2,26,11,31,0,7.5,0,0,0,PERU,PERU-BOLIVIA,-14.1,-69.9,160,0,0,0,0,0
1952,3,4,1,22,41,8.1,8,8.3,0,JAPAN,JAPAN:  HOKKAIDO,42.15,143.85,30,33,1,0,3,45
1952,3,9,17,3,0,7.1,0,0,0,JAPAN,JAPAN:  HOKKAIDO,41.7,142.5,30,0,0,17,1,0
1952,3,17,3,58,0,0,0,0,0,USA,HAWAII,19.11,-155.033,150,0,0,0,0,33
1952,3,19,10,57,12,7.8,0,7.8,0,PHILIPPINES,PHILIPPINES:  BUTUAN,9.5,127.25,170,0,0,0,0,0
1952,5,13,19,32,0,0,0,0,0,COSTA RICA,COSTA RICA-PANAMA,10.3,-85.3,100,0,0,0,0,64
1952,6,3,0,0,0,0,0,0,0,TURKEY,"TURKEY:  PASINLER (HASANKALE),ERZINCAN",39.8,39.5,140,94,2,0,0,0
1952,6,19,12,12,59,6.5,0,6.5,0,CHINA,CHINA:  YUNNAN PROVINCE,22.7,99.8,30,0,0,0,0,0
1952,7,13,11,58,33,6.8,0,6.8,0,VANUATU,VANUATU ISLANDS,-18.5,169.25,170,0,0,0,0,260
1952,7,21,11,52,14,7.7,0,7.7,7.3,USA,CALIFORNIA:  KERN COUNTY,35,-119.017,150,12,1,0,3,16
1952,8,17,16,2,11,0,0,0,0,CHINA,CHINA:  TIBET (XIZANG PROVINCE),30.5,91.5,40,54,2,0,0,60
1952,8,22,22,41,24,5.8,0,0,0,USA,CALIFORNIA:  KERN COUNTY,35.333,-118.917,150,2,1,0,2,16
1952,9,30,12,52,2,6.8,0,6.8,0,CHINA,CHINA: SICHUAN PROVINCE,28.3,102.2,30,0,0,0,0,0
1952,10,8,14,24,1,5.5,0,5.5,0,CHINA,CHINA:  SHANXI PROVINCE,39,112.7,30,0,0,0,0,0
1952,10,22,17,0,0,5,0,0,0,TURKEY,"TURKEY:  CEYHAN,MISIS",36.5,35.5,140,20,1,0,0,0
1952,11,4,16,58,27.9,9,9,8.5,0,RUSSIA,RUSSIA:  KAMCHATKA PENINSULA,52.755,160.057,50,0,1,0,0,22
1952,12,8,15,9,32,5.8,0,5.8,0,CHINA,CHINA:  YUNNAN PROVINCE,22.9,99.7,30,0,0,0,0,0
1952,12,30,12,7,0,0,0,0,0,COSTA RICA,COSTA RICA,10.3,-83.5,100,29,1,0,0,0
1953,1,15,21,56,0,0,0,0,0,IRAN,IRAN:  GODER,28.5,52.3,140,11,1,0,0,0
1953,1,25,19,47,0,5.7,0,0,0,HAITI,HAITI,18.4,-73.4,90,2,1,0,0,0
1953,2,12,8,15,0,6.4,0,0,0,IRAN,IRAN:  TORUD,35.4,55.1,140,970,3,0,0,0
1953,2,15,0,0,0,5.5,0,5.5,0,PERU,PERU:  LIMA,-12,-77.5,160,0,0,0,0,0
1953,3,17,13,4,0,5.8,0,5.8,0,RUSSIA,RUSSIA:  N. KURIL ISLANDS,50,156.5,50,0,0,0,0,0
1953,3,18,19,6,11,7.5,0,7.5,0,TURKEY,"TURKEY:  YENICE, ONON",40,27.5,140,1070,4,0,0,0
1953,4,23,16,24,34,7.4,7,7.5,7.2,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  SOLOMON ISLANDS,-4.449,152.868,170,0,0,0,0,35
1953,4,0,0,0,0,0,0,0,0,IRAN,"IRAN:  KHAN-E-ZENYAN,KHATIRI",29,52,140,1,1,0,0,0
1953,5,3,23,57,6,5,0,5,0,CHINA,CHINA:  YUNNAN PROVINCE,24.2,103.2,30,0,0,0,0,0
1953,5,6,17,16,43,7.6,0,0,0,CHILE,"CHILE:  CHILLAN, CONCEPCION",-36.5,-72.5,160,9,1,26,1,60
1953,5,31,19,58,0,7.2,0,7.2,0,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC: PUERTO PLATA,19.8,-70.7,90,0,0,0,0,33
1953,6,18,5,44,0,0,0,0,0,TURKEY,TURKEY:  EDIRNE,41.4,26.3,140,37,1,0,0,0
1953,7,2,6,56,0,7.5,0,0,0,VANUATU,VANUATU ISLANDS,-19,169,170,0,0,0,0,223
1953,8,11,3,32,0,6.8,0,6.8,0,GREECE,GREECE:  ASPROGERAKAS (KEPHALLENIA),38.1,20.6,130,0,0,0,0,33
1953,8,12,9,23,52,7.2,0,7.2,0,GREECE,GREECE:  LIXOURI-ARGOSTOLI (KEPHALLENIA),38.3,20.8,130,476,3,2412,4,0
1953,9,10,4,5,58,6.5,0,6.5,0,CYPRUS,CYPRUS:  PAPHOS,35,32.5,130,40,1,100,1,0
1953,9,14,0,26,36,6.4,6,6.8,0,FIJI,FIJI ISLANDS,-18.3,178.2,170,2,1,0,0,33
1953,11,4,3,49,13.2,7.5,8,0,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-13.189,166.516,170,0,0,0,0,35
1953,11,25,17,48,0,7.4,0,7.4,0,JAPAN,JAPAN:  KASHIMA,34,141.7,30,1,1,0,0,60
1953,12,7,2,5,0,7.4,0,0,0,CHILE,CHILE:  NORTHERN,-22.1,-68.7,160,3,1,0,0,128
1953,12,12,17,31,25,7.4,0,7.4,0,PERU,OFF COAST OF PERU,-3.4,-80.6,160,6,1,20,1,30
1954,2,5,15,17,0,6.2,0,0,0,MEXICO,MEXICO:  CHIAPAS,17.3,-92.6,150,6,1,0,0,100
1954,2,11,0,30,15,7.3,0,7.3,0,CHINA,CHINA:  GANSU PROVINCE,39,101.3,30,0,0,0,0,0
1954,2,28,18,9,0,5.4,0,0,0,AUSTRALIA,AUSTRALIA:  ADELAIDE:  S,-34.9,138.7,170,0,0,0,0,4
1954,3,21,23,42,11,7.4,0,7.4,0,MYANMAR (BURMA),"MYANMAR; INDIA:  CALCUTTA, CUTTACK, BHAGALPUR",24.5,95.3,60,0,0,0,0,180
1954,3,29,6,17,0,7,0,0,0,SPAIN,SPAIN,37,-3.5,130,0,0,0,0,640
1954,4,20,0,0,0,7,0,0,0,GREECE,GREECE,39.8,22.1,130,25,1,0,0,0
1954,4,29,11,34,0,7.5,0,0,0,ATLANTIC OCEAN,ATLANTIC OCEAN:  NORTHERN,29.5,-29.5,70,0,0,0,0,0
1954,4,30,13,2,0,7,0,0,0,GREECE,GREECE:  SOPHADES (KARDITSA),39.3,22.2,130,31,1,0,0,0
1954,6,10,0,0,0,0,0,0,0,AFGHANISTAN,AFGHANISTAN:  NORTHERN,36,66,40,2000,4,0,0,0
1954,6,17,2,8,39,5.3,0,5.3,0,CHINA,CHINA:  ANHUI PROVINCE,31.6,116.6,30,0,0,0,0,0
1954,7,2,2,45,0,6.8,0,0,0,PHILIPPINES,"PHILIPPINES:  LUZON:  SORSOGON, BACON, LEGASPI",13,123.9,170,13,1,101,3,0
1954,7,6,11,13,0,6.8,0,0,0,USA,NEVADA:  FALLON,39.4,-118.5,150,0,0,0,0,0
1954,7,31,1,0,0,7,0,7,0,CHINA,CHINA: NEI MONGOL,38.8,104.2,30,0,0,0,0,0
1954,8,20,15,30,0,5,0,0,0,IRAN,"IRAN:  TONBAK,KANGAN,SABAKHI,AKHTAR",27.5,52,140,1,1,0,0,0
1954,8,23,0,0,0,6.8,0,0,0,USA,NEVADA:  STILLWATER RANGE,39.6,-118.5,150,0,0,0,0,0
1954,9,9,1,4,37,6.7,0,6.7,0,ALGERIA,ALGERIA:  ORLEANSVILLE,36.283,1.467,15,1243,4,5000,4,0
1954,9,9,2,49,48,6.7,0,6.7,0,ALGERIA,ALGERIA:  EL ASNAM,36,1.5,15,0,0,0,0,0
1954,9,9,2,52,24,0,0,0,0,ALGERIA,ALGERIA:  EL ASNAM,36,1.5,15,0,0,0,0,0
1954,9,9,9,28,42,6,0,6,0,ALGERIA,ALGERIA:  EL ASNAM,36,1.5,15,0,0,0,0,0
1954,10,24,11,41,6,5,0,5,0,CHINA,CHINA:  SICHUAN PROVINCE,29.4,104.8,30,0,0,0,0,0
1954,11,2,8,24,54,6.8,0,6.8,0,INDONESIA,"INDONESIA:  SUMABAWA:  BIMA,RABA",-8,119,60,0,0,0,0,0
1954,11,18,20,44,55,6.5,0,6.5,0,JAPAN,JAPAN:  HONSHU:  MIYAGI PREFECTURE,38.9,142.2,30,0,0,0,0,30
1954,12,16,11,7,0,7,0,0,0,USA,NEVADA:  DIXIE VALLEY,39.3,-118.2,150,0,0,0,0,0
1955,1,18,0,0,0,0,0,0,0,VENEZUELA,VENEZUELA:  OFF THE COAST NEAR LA VELA,11.46,-69.57,90,0,0,0,0,0
1955,1,25,12,23,0,0,0,0,0,USA,CALIFORNIA:  TERMINAL ISLAND,33.8,-118.2,150,0,0,0,0,0
1955,2,18,22,48,33,0,0,0,0,PAKISTAN,PAKISTAN:  QUETTA,30.5,67,60,12,1,0,3,0
1955,2,27,20,43,0,7.8,0,0,0,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-28,-175.5,170,0,0,0,0,60
1955,3,31,18,18,0,7.6,0,0,0,PHILIPPINES,"PHILIPPINES:  MINDANAO:  LANAO,OZAMIZ,COTABATO",8.1,123.2,170,400,3,0,0,96
1955,4,4,19,24,0,6.2,0,0,0,NICARAGUA,NICARAGUA:  MANAGUA,13,-87,100,0,0,0,0,0
1955,4,13,20,45,0,0,0,0,0,GREECE,GREECE:  S,37.5,22,130,0,0,0,0,0
1955,4,14,1,29,2,7.5,0,7.5,0,CHINA,CHINA:  SICHUAN PROVINCE,30,101.8,30,39,1,113,3,0
1955,4,15,3,40,58,7,0,7,0,CHINA,CHINA:  XINJIANG PROVINCE,39.9,74.6,40,0,0,0,0,0
1955,4,19,16,47,19,6.2,0,6.2,0,GREECE,GREECE:  DRAKIA-AGRIA (MAGNESIA),39.4,23.1,130,8,1,149,3,33
1955,4,19,20,24,5,7.1,0,7.1,0,CHILE,CHILE,-30,-72,160,0,0,0,0,30
1955,4,21,7,18,0,6,0,0,0,GREECE,GREECE:  AEGEAN SEA,39.5,23,130,7,1,0,0,0
1955,4,24,12,59,12,6.5,0,6.5,0,CHINA,CHINA:  XINJIANG PROVINCE,44.2,83.6,40,0,0,0,0,0
1955,5,17,14,49,49,7.3,0,7.3,0,INDIA,INDIA:  LITTLE NICOBAR ISLAND,6.5,94,60,0,0,0,0,0
1955,6,7,0,48,54,6,0,6,0,CHINA,CHINA:  YUNNAN PROVINCE,26.5,101.1,30,0,0,0,0,0
1955,7,16,7,7,0,6.8,0,0,0,TURKEY,"TURKEY:  SOKE, AYDIN",37.5,27,140,4,1,0,0,0
1955,7,20,21,0,0,6,0,0,0,COLOMBIA,COLOMBIA-ECUADOR,0.2,-78.4,160,0,0,0,0,0
1955,9,1,17,33,0,5.8,0,0,0,COSTA RICA,COSTA RICA,10,-84.5,100,10,1,0,0,0
1955,9,8,3,27,14,6.5,0,6.5,0,SOLOMON ISLANDS,SOLOMON ISLANDS:  FAURO ISLAND,-6.9,155.7,170,0,0,0,0,33
1955,9,12,6,9,20,6.3,0,6.3,0,EGYPT,EGYPT:  NILE DELTA,32.2,29.6,15,22,1,12,1,0
1955,9,23,15,6,23,6.8,0,6.8,0,CHINA,CHINA:  YUNNAN PROVINCE,26.6,101.8,30,0,1,0,0,10
1955,10,1,6,29,55,5.8,0,5.8,0,CHINA,CHINA:  SICHUAN PROVINCE,29.9,101.4,30,0,0,0,0,0
1955,10,9,21,3,0,0,0,0,0,PERU,"PERU:  MUNGUI,LA UNION PROV,AREQUIPA,TORO,COTAHUASI",-16.2,-71.3,160,1,1,0,0,0
1955,10,10,8,57,52.7,7.3,7,7.3,0,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-5.1,152.924,170,0,0,0,0,35
1956,1,8,7,11,26,6.5,0,6.5,0,MEXICO,MEXICO:  GUERRERO,17,-99.5,150,0,0,0,3,0
1956,1,8,20,54,13,7.1,0,7.1,0,CHILE,CHILE,-19,-70,160,0,1,0,0,0
1956,1,10,0,0,0,7.7,0,0,0,TONGA,TONGA ISLANDS,-20,-175,170,0,0,0,0,0
1956,1,12,5,46,0,5.8,0,0,0,HUNGARY,HUNGARY,47.5,19.3,110,2,1,0,0,0
1956,1,16,23,37,0,7.3,0,0,0,ECUADOR,ECUADOR,-0.5,-80.5,160,0,0,0,0,0
1956,1,24,0,0,0,7.3,0,0,0,NICARAGUA,NICARAGUA:  PUERTO SAMOZA,12.2,-86.7,100,0,0,0,0,0
1956,1,31,2,25,0,4.5,0,0,0,SLOVENIA,"BALKANS NW:  SLOVENIA:  ILIRSKA BISTRICA,KOSEZE",45.5,14.3,130,0,0,0,0,7
1956,2,20,20,31,0,5.8,0,0,0,TURKEY,TURKEY:  ESKISEHIR,40,30.5,140,4,1,0,0,0
1956,3,2,22,43,0,5.3,0,5.3,0,NEW ZEALAND,NEW ZEALAND:  NORTH ISLAND,-38.9,175.7,170,0,0,0,0,0
1956,3,5,23,29,0,0,0,0,0,JAPAN,"NE. HOKKAIDO ISLAND, JAPAN",44.3,144.1,30,0,0,0,0,20
1956,3,16,19,32,0,5.8,0,0,0,LEBANON,LEBANON:  LITANI,35.5,35.5,140,148,3,0,0,0
1956,4,19,18,38,0,0,0,0,0,SPAIN,SPAIN,37,-4,130,7,1,0,0,0
1956,5,23,20,48,0,7.5,0,0,0,FIJI,FIJI ISLANDS,-15,-179,170,0,0,0,0,430
1956,6,9,0,0,0,7.6,0,0,0,AFGHANISTAN,AFGHANISTAN:  KABUL,35.1,67.5,40,100,2,0,0,60
1956,7,9,3,11,39,7.8,0,7.8,0,GREECE,GREECE:  DODECANESE,36.9,26,130,53,2,0,0,20
1956,7,9,3,24,0,6.8,0,6.8,0,GREECE,GREECE:  AEGEAN SEA,36.8,25.2,130,0,0,0,0,0
1956,7,16,15,7,0,7,0,0,0,MYANMAR (BURMA),MYANMAR (BURMA),22.2,95.7,60,38,1,0,0,39
1956,7,18,6,19,35,7.5,0,7.5,0,INDONESIA,INDONESIA:  BANDA SEA,-5.5,130,170,0,0,0,0,190
1956,7,21,15,32,0,6.1,0,0,0,INDIA,"INDIA:  ANJAR, BHUJ, GANDHIDHAM, KANDLA",23,70,60,156,3,0,0,0
1956,8,12,16,59,37.6,6.5,0,6.5,0,JAPAN,JAPAN:  IZU PENINSULA,33.8,138.8,30,0,0,0,0,50
1956,8,19,0,44,33,5,0,5,0,CHINA,CHINA:  SHANXI PROVINCE,37.8,114,30,0,0,0,0,0
1956,10,11,2,24,0,7.6,0,0,0,RUSSIA,RUSSIA:  KURIL ISLANDS,46,150.5,50,0,0,0,0,110
